State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
OK,Oklahoma,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),170,100.0,0,
OK,Oklahoma,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),182,100.0,0,
OK,Oklahoma,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),180,100.0,0,
OK,Oklahoma,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),181,100.0,0,
OK,Oklahoma,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),193,100.0,0,
OK,Oklahoma,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),198,100.0,0,
OK,Oklahoma,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),203,100.0,0,
OK,Oklahoma,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),199,100.0,0,
OK,Oklahoma,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),197,100.0,0,
OK,Oklahoma,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),197,100.0,0,
OK,Oklahoma,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),201,100.0,0,
OK,Oklahoma,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),205,100.0,0,
OK,Oklahoma,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),215,100.0,0,
OK,Oklahoma,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),212,100.0,0,
OK,Oklahoma,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),229,100.0,0,
OK,Oklahoma,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),241,100.0,0,
OK,Oklahoma,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),238,100.0,0,
OK,Oklahoma,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),251,100.0,0,
OK,Oklahoma,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),256,100.0,0,
OK,Oklahoma,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),267,100.0,0,
OK,Oklahoma,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),267,100.0,0,*Likely underreported due to incomplete data
OK,Oklahoma,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),276,100.0,0,*Likely underreported due to incomplete data
OK,Oklahoma,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),275,100.0,0,*Likely underreported due to incomplete data
OK,Oklahoma,2017,April,12 month-ending,Psychostimulants with abuse potential (T43.6),282,100.0,0,*Likely underreported due to incomplete data
OK,Oklahoma,2017,May,12 month-ending,Psychostimulants with abuse potential (T43.6),285,100.0,0,*Likely underreported due to incomplete data
OK,Oklahoma,2017,June,12 month-ending,Psychostimulants with abuse potential (T43.6),293,100.0,0,*Likely underreported due to incomplete data
OK,Oklahoma,2017,July,12 month-ending,Psychostimulants with abuse potential (T43.6),299,100.0,0.1,*Likely underreported due to incomplete data
OK,Oklahoma,2017,August,12 month-ending,Psychostimulants with abuse potential (T43.6),291,100.0,0.1,*Likely underreported due to incomplete data
OK,Oklahoma,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",72,100.0,0,
OK,Oklahoma,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",78,100.0,0,
OK,Oklahoma,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",76,100.0,0,
OK,Oklahoma,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",81,100.0,0,
OK,Oklahoma,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",79,100.0,0,
OK,Oklahoma,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",89,100.0,0,
OK,Oklahoma,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",93,100.0,0,
OK,Oklahoma,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",89,100.0,0,
OK,Oklahoma,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",87,100.0,0,
OK,Oklahoma,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",92,100.0,0,
OK,Oklahoma,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",94,100.0,0,
OK,Oklahoma,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",92,100.0,0,
OK,Oklahoma,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",93,100.0,0,
OK,Oklahoma,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",93,100.0,0,
OK,Oklahoma,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",96,100.0,0,
OK,Oklahoma,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",95,100.0,0,
OK,Oklahoma,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",102,100.0,0,
OK,Oklahoma,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",90,100.0,0,
OK,Oklahoma,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",89,100.0,0,
OK,Oklahoma,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",97,100.0,0,
OK,Oklahoma,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",99,100.0,0,
OK,Oklahoma,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",91,100.0,0,
OK,Oklahoma,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",88,100.0,0,
OK,Oklahoma,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",95,100.0,0,
OK,Oklahoma,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",102,100.0,0,*Likely underreported due to incomplete data
OK,Oklahoma,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",105,100.0,0,*Likely underreported due to incomplete data
OK,Oklahoma,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",105,100.0,0,*Likely underreported due to incomplete data
OK,Oklahoma,2017,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",109,100.0,0,*Likely underreported due to incomplete data
OK,Oklahoma,2017,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",103,100.0,0,*Likely underreported due to incomplete data
OK,Oklahoma,2017,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",103,100.0,0,*Likely underreported due to incomplete data
OK,Oklahoma,2017,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",106,100.0,0.1,*Likely underreported due to incomplete data
OK,Oklahoma,2017,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",101,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2015,January,12 month-ending,Cocaine (T40.5),20,100.0,0,
OR,Oregon,2015,February,12 month-ending,Cocaine (T40.5),19,100.0,0,
OR,Oregon,2015,March,12 month-ending,Cocaine (T40.5),18,100.0,0,
OR,Oregon,2015,April,12 month-ending,Cocaine (T40.5),18,100.0,0,
OR,Oregon,2015,May,12 month-ending,Cocaine (T40.5),14,100.0,0,
OR,Oregon,2015,June,12 month-ending,Cocaine (T40.5),19,100.0,0,
OR,Oregon,2015,July,12 month-ending,Cocaine (T40.5),21,100.0,0,
OR,Oregon,2015,August,12 month-ending,Cocaine (T40.5),22,100.0,0,
OR,Oregon,2015,September,12 month-ending,Cocaine (T40.5),23,100.0,0,
OR,Oregon,2015,October,12 month-ending,Cocaine (T40.5),24,100.0,0,
OR,Oregon,2015,November,12 month-ending,Cocaine (T40.5),24,100.0,0,
OR,Oregon,2015,December,12 month-ending,Cocaine (T40.5),24,100.0,0,
OR,Oregon,2016,January,12 month-ending,Cocaine (T40.5),23,100.0,0,
OR,Oregon,2016,February,12 month-ending,Cocaine (T40.5),22,100.0,0,
OR,Oregon,2016,March,12 month-ending,Cocaine (T40.5),22,100.0,0,
OR,Oregon,2016,April,12 month-ending,Cocaine (T40.5),23,100.0,0,
OR,Oregon,2016,May,12 month-ending,Cocaine (T40.5),25,100.0,0,
OR,Oregon,2016,June,12 month-ending,Cocaine (T40.5),21,100.0,0,
OR,Oregon,2016,July,12 month-ending,Cocaine (T40.5),20,100.0,0.1,
OR,Oregon,2016,August,12 month-ending,Cocaine (T40.5),24,100.0,0.1,
OR,Oregon,2016,September,12 month-ending,Cocaine (T40.5),28,100.0,0.1,
OR,Oregon,2016,October,12 month-ending,Cocaine (T40.5),30,100.0,0.1,
OR,Oregon,2016,November,12 month-ending,Cocaine (T40.5),31,100.0,0.1,
OR,Oregon,2016,December,12 month-ending,Cocaine (T40.5),30,100.0,0.1,
OR,Oregon,2017,January,12 month-ending,Cocaine (T40.5),29,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,February,12 month-ending,Cocaine (T40.5),30,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,March,12 month-ending,Cocaine (T40.5),31,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,April,12 month-ending,Cocaine (T40.5),35,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,May,12 month-ending,Cocaine (T40.5),35,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,June,12 month-ending,Cocaine (T40.5),37,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,July,12 month-ending,Cocaine (T40.5),39,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,August,12 month-ending,Cocaine (T40.5),35,99.5+,0.1,*Likely underreported due to incomplete data
OR,Oregon,2015,January,12 month-ending,Heroin (T40.1),126,100.0,0,
OR,Oregon,2015,February,12 month-ending,Heroin (T40.1),128,100.0,0,
OR,Oregon,2015,March,12 month-ending,Heroin (T40.1),125,100.0,0,
OR,Oregon,2015,April,12 month-ending,Heroin (T40.1),126,100.0,0,
OR,Oregon,2015,May,12 month-ending,Heroin (T40.1),113,100.0,0,
OR,Oregon,2015,June,12 month-ending,Heroin (T40.1),117,100.0,0,
OR,Oregon,2015,July,12 month-ending,Heroin (T40.1),116,100.0,0,
OR,Oregon,2015,August,12 month-ending,Heroin (T40.1),116,100.0,0,
OR,Oregon,2015,September,12 month-ending,Heroin (T40.1),120,100.0,0,
OR,Oregon,2015,October,12 month-ending,Heroin (T40.1),117,100.0,0,
OR,Oregon,2015,November,12 month-ending,Heroin (T40.1),111,100.0,0,
OR,Oregon,2015,December,12 month-ending,Heroin (T40.1),106,100.0,0,
OR,Oregon,2016,January,12 month-ending,Heroin (T40.1),109,100.0,0,
OR,Oregon,2016,February,12 month-ending,Heroin (T40.1),111,100.0,0,
OR,Oregon,2016,March,12 month-ending,Heroin (T40.1),110,100.0,0,
OR,Oregon,2016,April,12 month-ending,Heroin (T40.1),112,100.0,0,
OR,Oregon,2016,May,12 month-ending,Heroin (T40.1),118,100.0,0,
OR,Oregon,2016,June,12 month-ending,Heroin (T40.1),121,100.0,0,
OR,Oregon,2016,July,12 month-ending,Heroin (T40.1),121,100.0,0.1,
OR,Oregon,2016,August,12 month-ending,Heroin (T40.1),121,100.0,0.1,
OR,Oregon,2016,September,12 month-ending,Heroin (T40.1),119,100.0,0.1,
OR,Oregon,2016,October,12 month-ending,Heroin (T40.1),113,100.0,0.1,
OR,Oregon,2016,November,12 month-ending,Heroin (T40.1),113,100.0,0.1,
OR,Oregon,2016,December,12 month-ending,Heroin (T40.1),113,100.0,0.1,
OR,Oregon,2017,January,12 month-ending,Heroin (T40.1),108,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,February,12 month-ending,Heroin (T40.1),110,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,March,12 month-ending,Heroin (T40.1),110,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,April,12 month-ending,Heroin (T40.1),111,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,May,12 month-ending,Heroin (T40.1),111,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,June,12 month-ending,Heroin (T40.1),101,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,July,12 month-ending,Heroin (T40.1),98,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,August,12 month-ending,Heroin (T40.1),97,99.5+,0.1,*Likely underreported due to incomplete data
OR,Oregon,2015,January,12 month-ending,Methadone (T40.3),62,100.0,0,
OR,Oregon,2015,February,12 month-ending,Methadone (T40.3),62,100.0,0,
OR,Oregon,2015,March,12 month-ending,Methadone (T40.3),63,100.0,0,
OR,Oregon,2015,April,12 month-ending,Methadone (T40.3),65,100.0,0,
OR,Oregon,2015,May,12 month-ending,Methadone (T40.3),61,100.0,0,
OR,Oregon,2015,June,12 month-ending,Methadone (T40.3),60,100.0,0,
OR,Oregon,2015,July,12 month-ending,Methadone (T40.3),60,100.0,0,
OR,Oregon,2015,August,12 month-ending,Methadone (T40.3),61,100.0,0,
OR,Oregon,2015,September,12 month-ending,Methadone (T40.3),70,100.0,0,
OR,Oregon,2015,October,12 month-ending,Methadone (T40.3),71,100.0,0,
OR,Oregon,2015,November,12 month-ending,Methadone (T40.3),68,100.0,0,
OR,Oregon,2015,December,12 month-ending,Methadone (T40.3),69,100.0,0,
OR,Oregon,2016,January,12 month-ending,Methadone (T40.3),65,100.0,0,
OR,Oregon,2016,February,12 month-ending,Methadone (T40.3),63,100.0,0,
OR,Oregon,2016,March,12 month-ending,Methadone (T40.3),64,100.0,0,
OR,Oregon,2016,April,12 month-ending,Methadone (T40.3),61,100.0,0,
OR,Oregon,2016,May,12 month-ending,Methadone (T40.3),59,100.0,0,
OR,Oregon,2016,June,12 month-ending,Methadone (T40.3),52,100.0,0,
OR,Oregon,2016,July,12 month-ending,Methadone (T40.3),51,100.0,0.1,
OR,Oregon,2016,August,12 month-ending,Methadone (T40.3),48,100.0,0.1,
OR,Oregon,2016,September,12 month-ending,Methadone (T40.3),38,100.0,0.1,
OR,Oregon,2016,October,12 month-ending,Methadone (T40.3),37,100.0,0.1,
OR,Oregon,2016,November,12 month-ending,Methadone (T40.3),39,100.0,0.1,
OR,Oregon,2016,December,12 month-ending,Methadone (T40.3),41,100.0,0.1,
OR,Oregon,2017,January,12 month-ending,Methadone (T40.3),41,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,February,12 month-ending,Methadone (T40.3),43,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,March,12 month-ending,Methadone (T40.3),38,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,April,12 month-ending,Methadone (T40.3),35,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,May,12 month-ending,Methadone (T40.3),39,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,June,12 month-ending,Methadone (T40.3),43,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,July,12 month-ending,Methadone (T40.3),42,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,August,12 month-ending,Methadone (T40.3),43,99.5+,0.1,*Likely underreported due to incomplete data
OR,Oregon,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),134,100.0,0,
OR,Oregon,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),136,100.0,0,
OR,Oregon,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),135,100.0,0,
OR,Oregon,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),133,100.0,0,
OR,Oregon,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),134,100.0,0,
OR,Oregon,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),138,100.0,0,
OR,Oregon,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),136,100.0,0,
OR,Oregon,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),148,100.0,0,
OR,Oregon,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),148,100.0,0,
OR,Oregon,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),150,100.0,0,
OR,Oregon,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),157,100.0,0,
OR,Oregon,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),147,100.0,0,
OR,Oregon,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),139,100.0,0,
OR,Oregon,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),142,100.0,0,
OR,Oregon,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),142,100.0,0,
OR,Oregon,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),148,100.0,0,
OR,Oregon,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),153,100.0,0,
OR,Oregon,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),146,100.0,0,
OR,Oregon,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),146,100.0,0.1,
OR,Oregon,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),136,100.0,0.1,
OR,Oregon,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),136,100.0,0.1,
OR,Oregon,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),132,100.0,0.1,
OR,Oregon,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),129,100.0,0.1,
OR,Oregon,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),130,100.0,0.1,
OR,Oregon,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),135,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),135,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),132,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),125,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),114,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),113,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),112,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),114,99.5+,0.1,*Likely underreported due to incomplete data
OR,Oregon,2015,January,12 month-ending,Number of Deaths,34412,100.0,0,
OR,Oregon,2015,February,12 month-ending,Number of Deaths,34646,100.0,0,
OR,Oregon,2015,March,12 month-ending,Number of Deaths,34773,100.0,0,
OR,Oregon,2015,April,12 month-ending,Number of Deaths,34918,100.0,0,
OR,Oregon,2015,May,12 month-ending,Number of Deaths,35158,100.0,0,
OR,Oregon,2015,June,12 month-ending,Number of Deaths,35356,100.0,0,
OR,Oregon,2015,July,12 month-ending,Number of Deaths,35470,100.0,0,
OR,Oregon,2015,August,12 month-ending,Number of Deaths,35486,100.0,0,
OR,Oregon,2015,September,12 month-ending,Number of Deaths,35565,100.0,0,
OR,Oregon,2015,October,12 month-ending,Number of Deaths,35484,100.0,0,
OR,Oregon,2015,November,12 month-ending,Number of Deaths,35629,100.0,0,
OR,Oregon,2015,December,12 month-ending,Number of Deaths,35732,100.0,0,
OR,Oregon,2016,January,12 month-ending,Number of Deaths,35523,100.0,0,
OR,Oregon,2016,February,12 month-ending,Number of Deaths,35453,100.0,0,
OR,Oregon,2016,March,12 month-ending,Number of Deaths,35596,100.0,0,
OR,Oregon,2016,April,12 month-ending,Number of Deaths,35581,100.0,0,
OR,Oregon,2016,May,12 month-ending,Number of Deaths,35469,100.0,0,
OR,Oregon,2016,June,12 month-ending,Number of Deaths,35399,100.0,0,
OR,Oregon,2016,July,12 month-ending,Number of Deaths,35468,100.0,0.1,
OR,Oregon,2016,August,12 month-ending,Number of Deaths,35574,100.0,0.1,
OR,Oregon,2016,September,12 month-ending,Number of Deaths,35547,100.0,0.1,
OR,Oregon,2016,October,12 month-ending,Number of Deaths,35688,100.0,0.1,
OR,Oregon,2016,November,12 month-ending,Number of Deaths,35668,100.0,0.1,
OR,Oregon,2016,December,12 month-ending,Number of Deaths,35918,100.0,0.1,
OR,Oregon,2017,January,12 month-ending,Number of Deaths,36547,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,February,12 month-ending,Number of Deaths,36698,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,March,12 month-ending,Number of Deaths,36639,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,April,12 month-ending,Number of Deaths,36708,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,May,12 month-ending,Number of Deaths,36826,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,June,12 month-ending,Number of Deaths,36850,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,July,12 month-ending,Number of Deaths,36875,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,August,12 month-ending,Number of Deaths,36841,99.5+,0.1,*Likely underreported due to incomplete data
OR,Oregon,2015,January,12 month-ending,Number of Drug Overdose Deaths,520,100.0,0,
OR,Oregon,2015,February,12 month-ending,Number of Drug Overdose Deaths,519,100.0,0,
OR,Oregon,2015,March,12 month-ending,Number of Drug Overdose Deaths,515,100.0,0,
OR,Oregon,2015,April,12 month-ending,Number of Drug Overdose Deaths,517,100.0,0,
OR,Oregon,2015,May,12 month-ending,Number of Drug Overdose Deaths,501,100.0,0,
OR,Oregon,2015,June,12 month-ending,Number of Drug Overdose Deaths,506,100.0,0,
OR,Oregon,2015,July,12 month-ending,Number of Drug Overdose Deaths,502,100.0,0,
OR,Oregon,2015,August,12 month-ending,Number of Drug Overdose Deaths,515,100.0,0,
OR,Oregon,2015,September,12 month-ending,Number of Drug Overdose Deaths,523,100.0,0,
OR,Oregon,2015,October,12 month-ending,Number of Drug Overdose Deaths,510,100.0,0,
OR,Oregon,2015,November,12 month-ending,Number of Drug Overdose Deaths,504,100.0,0,
OR,Oregon,2015,December,12 month-ending,Number of Drug Overdose Deaths,497,100.0,0,
OR,Oregon,2016,January,12 month-ending,Number of Drug Overdose Deaths,491,100.0,0,
OR,Oregon,2016,February,12 month-ending,Number of Drug Overdose Deaths,495,100.0,0,
OR,Oregon,2016,March,12 month-ending,Number of Drug Overdose Deaths,503,100.0,0,
OR,Oregon,2016,April,12 month-ending,Number of Drug Overdose Deaths,510,100.0,0,
OR,Oregon,2016,May,12 month-ending,Number of Drug Overdose Deaths,525,100.0,0,
OR,Oregon,2016,June,12 month-ending,Number of Drug Overdose Deaths,521,100.0,0,
OR,Oregon,2016,July,12 month-ending,Number of Drug Overdose Deaths,511,100.0,0.1,
OR,Oregon,2016,August,12 month-ending,Number of Drug Overdose Deaths,495,100.0,0.1,
OR,Oregon,2016,September,12 month-ending,Number of Drug Overdose Deaths,488,100.0,0.1,
OR,Oregon,2016,October,12 month-ending,Number of Drug Overdose Deaths,483,100.0,0.1,
OR,Oregon,2016,November,12 month-ending,Number of Drug Overdose Deaths,484,100.0,0.1,
OR,Oregon,2016,December,12 month-ending,Number of Drug Overdose Deaths,496,100.0,0.1,
OR,Oregon,2017,January,12 month-ending,Number of Drug Overdose Deaths,504,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,February,12 month-ending,Number of Drug Overdose Deaths,508,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,March,12 month-ending,Number of Drug Overdose Deaths,499,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,April,12 month-ending,Number of Drug Overdose Deaths,502,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,May,12 month-ending,Number of Drug Overdose Deaths,495,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,June,12 month-ending,Number of Drug Overdose Deaths,485,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,July,12 month-ending,Number of Drug Overdose Deaths,495,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,August,12 month-ending,Number of Drug Overdose Deaths,504,99.5+,0.1,*Likely underreported due to incomplete data
OR,Oregon,2015,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",340,100.0,0,
OR,Oregon,2015,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",343,100.0,0,
OR,Oregon,2015,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",339,100.0,0,
OR,Oregon,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",341,100.0,0,
OR,Oregon,2015,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",326,100.0,0,
OR,Oregon,2015,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",335,100.0,0,
OR,Oregon,2015,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",331,100.0,0,
OR,Oregon,2015,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",344,100.0,0,
OR,Oregon,2015,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",351,100.0,0,
OR,Oregon,2015,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",347,100.0,0,
OR,Oregon,2015,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",340,100.0,0,
OR,Oregon,2015,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",328,100.0,0,
OR,Oregon,2016,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",323,100.0,0,
OR,Oregon,2016,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",330,100.0,0,
OR,Oregon,2016,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",329,100.0,0,
OR,Oregon,2016,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",332,100.0,0,
OR,Oregon,2016,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",344,100.0,0,
OR,Oregon,2016,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",333,100.0,0,
OR,Oregon,2016,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",330,100.0,0.1,
OR,Oregon,2016,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",317,100.0,0.1,
OR,Oregon,2016,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",310,100.0,0.1,
OR,Oregon,2016,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",303,100.0,0.1,
OR,Oregon,2016,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",306,100.0,0.1,
OR,Oregon,2016,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",306,100.0,0.1,
OR,Oregon,2017,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",309,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",313,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",309,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",307,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",305,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",305,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",306,100.0,0.1,*Likely underreported due to incomplete data
OR,Oregon,2017,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",310,99.5+,0.1,*Likely underreported due to incomplete data
