"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	17	21248	Unreliable
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	55	70754	77.7
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	23	64562	35.6
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	22	20676	106.4
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	83	70334	118.0
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	15	66651	Unreliable
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	17	15331	Unreliable
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	35	56592	61.8
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	11	67320	Unreliable
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	20	16067	124.5
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	52	57854	89.9
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	22	66267	33.2
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	23	16400	140.2
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	41	57891	70.8
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	23	65648	35.0
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	22	16847	130.6
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	42	58236	72.1
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	19	65158	Unreliable
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	15	17160	Unreliable
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	47	58799	79.9
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	21	17591	119.4
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	41	59765	68.6
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	13	21252	Unreliable
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	16	64489	Unreliable
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	25	17727	141.0
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	56	60310	92.9
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	14	35362	Unreliable
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	17	36189	Unreliable
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	14	38086	Unreliable
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	17	51485	Unreliable
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	11	9048	Unreliable
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	31	39076	79.3
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	13	9238	Unreliable
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	15	39635	Unreliable
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	12	53547	Unreliable
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	15	9406	Unreliable
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	22	40582	54.2
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	11	9478	Unreliable
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	25	41759	59.9
	"New York County, NY"	"36061"	"75-84 years"	"75-84"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	10	20377	Unreliable
	"Niagara County, NY"	"36063"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	15	11375	Unreliable
	"Niagara County, NY"	"36063"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	12	11522	Unreliable
	"Niagara County, NY"	"36063"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	11	14743	Unreliable
	"Niagara County, NY"	"36063"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	10	13385	Unreliable
	"Niagara County, NY"	"36063"	"55-64 years"	"55-64"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	10	13362	Unreliable
	"Niagara County, NY"	"36063"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	11	14429	Unreliable
	"Niagara County, NY"	"36063"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	12	14663	Unreliable
	"Niagara County, NY"	"36063"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	10	15048	Unreliable
	"Oneida County, NY"	"36065"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	17	12421	Unreliable
	"Oneida County, NY"	"36065"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	11	14784	Unreliable
	"Oneida County, NY"	"36065"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	17	14290	Unreliable
	"Oneida County, NY"	"36065"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	11	14615	Unreliable
	"Oneida County, NY"	"36065"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	10	14735	Unreliable
	"Onondaga County, NY"	"36067"	"25-34 years"	"25-34"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	13	23613	Unreliable
	"Onondaga County, NY"	"36067"	"25-34 years"	"25-34"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	11	24345	Unreliable
	"Onondaga County, NY"	"36067"	"25-34 years"	"25-34"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	10	24721	Unreliable
	"Onondaga County, NY"	"36067"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	15	24738	Unreliable
	"Onondaga County, NY"	"36067"	"25-34 years"	"25-34"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	12	24426	Unreliable
	"Onondaga County, NY"	"36067"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	29	24557	118.1
	"Onondaga County, NY"	"36067"	"35-44 years"	"35-44"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	10	23429	Unreliable
	"Onondaga County, NY"	"36067"	"35-44 years"	"35-44"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	14	21599	Unreliable
	"Onondaga County, NY"	"36067"	"35-44 years"	"35-44"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	11	20749	Unreliable
	"Onondaga County, NY"	"36067"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	17	20506	Unreliable
	"Onondaga County, NY"	"36067"	"45-54 years"	"45-54"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	12	30347	Unreliable
	"Onondaga County, NY"	"36067"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	19	29958	Unreliable
	"Onondaga County, NY"	"36067"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	13	29372	Unreliable
	"Onondaga County, NY"	"36067"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	19	28604	Unreliable
	"Onondaga County, NY"	"36067"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	23	27936	82.3
	"Onondaga County, NY"	"36067"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	18	27182	Unreliable
	"Onondaga County, NY"	"36067"	"45-54 years"	"45-54"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	15	28026	Unreliable
	"Onondaga County, NY"	"36067"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	29	26258	110.4
	"Onondaga County, NY"	"36067"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	14	25870	Unreliable
	"Onondaga County, NY"	"36067"	"55-64 years"	"55-64"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	12	27933	Unreliable
	"Onondaga County, NY"	"36067"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	22	26106	84.3
	"Onondaga County, NY"	"36067"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	18	26755	Unreliable
	"Onondaga County, NY"	"36067"	"55-64 years"	"55-64"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	10	28822	Unreliable
	"Onondaga County, NY"	"36067"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	18	27025	Unreliable
	"Onondaga County, NY"	"36067"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	16	27471	Unreliable
	"Onondaga County, NY"	"36067"	"55-64 years"	"55-64"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	13	29461	Unreliable
	"Onondaga County, NY"	"36067"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	25	27707	90.2
	"Orange County, NY"	"36071"	"25-34 years"	"25-34"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	12	17043	Unreliable
	"Orange County, NY"	"36071"	"25-34 years"	"25-34"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	15	16944	Unreliable
	"Orange County, NY"	"36071"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	18	17002	Unreliable
	"Orange County, NY"	"36071"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	18	17264	Unreliable
	"Orange County, NY"	"36071"	"35-44 years"	"35-44"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	10	18572	Unreliable
	"Orange County, NY"	"36071"	"35-44 years"	"35-44"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	12	18190	Unreliable
	"Orange County, NY"	"36071"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	15	17879	Unreliable
	"Orange County, NY"	"36071"	"45-54 years"	"45-54"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	11	24869	Unreliable
	"Orange County, NY"	"36071"	"45-54 years"	"45-54"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	10	24613	Unreliable
	"Orange County, NY"	"36071"	"45-54 years"	"45-54"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	12	24769	Unreliable
	"Orange County, NY"	"36071"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	10	24436	Unreliable
	"Orange County, NY"	"36071"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	13	24001	Unreliable
	"Orange County, NY"	"36071"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	13	23538	Unreliable
	"Orange County, NY"	"36071"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	17	23030	Unreliable
	"Orange County, NY"	"36071"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	10	22816	Unreliable
	"Orange County, NY"	"36071"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	12	18995	Unreliable
	"Orange County, NY"	"36071"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	14	19238	Unreliable
	"Orange County, NY"	"36071"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	11	19983	Unreliable
	"Orange County, NY"	"36071"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	20	20226	98.9
	"Putnam County, NY"	"36079"	"25-34 years"	"25-34"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	11	4732	Unreliable
	"Putnam County, NY"	"36079"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	12	4911	Unreliable
	"Queens County, NY"	"36081"	"15-24 years"	"15-24"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	10	74885	Unreliable
	"Queens County, NY"	"36081"	"15-24 years"	"15-24"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	11	71338	Unreliable
	"Queens County, NY"	"36081"	"15-24 years"	"15-24"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	10	65413	Unreliable
	"Queens County, NY"	"36081"	"15-24 years"	"15-24"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	11	63467	Unreliable
	"Queens County, NY"	"36081"	"25-34 years"	"25-34"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	16	100427	Unreliable
	"Queens County, NY"	"36081"	"25-34 years"	"25-34"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	18	101161	Unreliable
	"Queens County, NY"	"36081"	"25-34 years"	"25-34"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	24	100958	23.8
	"Queens County, NY"	"36081"	"25-34 years"	"25-34"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	10	92383	Unreliable
	"Queens County, NY"	"36081"	"25-34 years"	"25-34"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	32	100837	31.7
	"Queens County, NY"	"36081"	"25-34 years"	"25-34"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	31	99922	31.0
	"Queens County, NY"	"36081"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	22	99124	22.2
	"Queens County, NY"	"36081"	"25-34 years"	"25-34"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	12	91104	Unreliable
	"Queens County, NY"	"36081"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	10	36599	Unreliable
	"Queens County, NY"	"36081"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	49	97171	50.4
	"Queens County, NY"	"36081"	"35-44 years"	"35-44"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	43	86071	50.0
	"Queens County, NY"	"36081"	"35-44 years"	"35-44"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	10	76375	Unreliable
	"Queens County, NY"	"36081"	"35-44 years"	"35-44"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	33	86266	38.3
	"Queens County, NY"	"36081"	"35-44 years"	"35-44"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	27	86773	31.1
	"Queens County, NY"	"36081"	"35-44 years"	"35-44"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	11	45310	Unreliable
	"Queens County, NY"	"36081"	"35-44 years"	"35-44"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	42	87388	48.1
	"Queens County, NY"	"36081"	"35-44 years"	"35-44"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	34	87090	39.0
	"Queens County, NY"	"36081"	"35-44 years"	"35-44"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	10	77726	Unreliable
	"Queens County, NY"	"36081"	"35-44 years"	"35-44"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	39	86374	45.2
	"Queens County, NY"	"36081"	"35-44 years"	"35-44"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	17	75966	Unreliable
	"Queens County, NY"	"36081"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	13	45104	Unreliable
	"Queens County, NY"	"36081"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	43	84052	51.2
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	18	77132	Unreliable
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	13	32368	Unreliable
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	54	77684	69.5
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	10	76401	Unreliable
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	20	32683	61.2
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	49	78004	62.8
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	23	75804	30.3
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	13	32524	Unreliable
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	52	78171	66.5
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	19	75116	Unreliable
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	14	32957	Unreliable
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	51	78824	64.7
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	13	45530	Unreliable
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	18	32908	Unreliable
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	38	79093	48.0
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	11	40949	Unreliable
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	14	74089	Unreliable
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	13	32539	Unreliable
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	61	79340	76.9
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	14	72716	Unreliable
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	14	32100	Unreliable
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	49	78130	62.7
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	13	70633	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	11	22643	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	28	62737	44.6
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	11	72395	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	19	23855	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	46	64909	70.9
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	12	72790	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	10	35352	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	10	24601	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	48	65502	73.3
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	16	73288	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	13	25623	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	49	66439	73.8
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	15	73552	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	12	26493	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	36	67582	53.3
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	19	73931	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	17	27534	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	51	69074	73.8
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	18	73384	Unreliable
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	25	28207	88.6
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	34	69354	49.0
	"Queens County, NY"	"36081"	"65-74 years"	"65-74"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	11	37474	Unreliable
	"Queens County, NY"	"36081"	"65-74 years"	"65-74"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	18	37943	Unreliable
	"Queens County, NY"	"36081"	"65-74 years"	"65-74"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	12	39851	Unreliable
	"Queens County, NY"	"36081"	"65-74 years"	"65-74"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	13	40870	Unreliable
	"Queens County, NY"	"36081"	"65-74 years"	"65-74"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	20	41681	48.0
	"Queens County, NY"	"36081"	"65-74 years"	"65-74"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	18	42680	Unreliable
	"Queens County, NY"	"36081"	"65-74 years"	"65-74"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	21	43961	47.8
	"Queens County, NY"	"36081"	"75-84 years"	"75-84"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	12	22867	Unreliable
	"Richmond County, NY"	"36085"	"25-34 years"	"25-34"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	12	23357	Unreliable
	"Richmond County, NY"	"36085"	"25-34 years"	"25-34"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	13	23342	Unreliable
	"Richmond County, NY"	"36085"	"25-34 years"	"25-34"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	13	23271	Unreliable
	"Richmond County, NY"	"36085"	"25-34 years"	"25-34"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	11	23768	Unreliable
	"Richmond County, NY"	"36085"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	13	23962	Unreliable
	"Richmond County, NY"	"36085"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	30	24481	122.5
	"Richmond County, NY"	"36085"	"35-44 years"	"35-44"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	11	25450	Unreliable
	"Richmond County, NY"	"36085"	"35-44 years"	"35-44"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	15	24901	Unreliable
	"Richmond County, NY"	"36085"	"35-44 years"	"35-44"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	18	24414	Unreliable
	"Richmond County, NY"	"36085"	"35-44 years"	"35-44"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	13	24173	Unreliable
	"Richmond County, NY"	"36085"	"35-44 years"	"35-44"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	19	23694	Unreliable
	"Richmond County, NY"	"36085"	"35-44 years"	"35-44"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	18	23387	Unreliable
	"Richmond County, NY"	"36085"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	27	22779	118.5
	"Richmond County, NY"	"36085"	"45-54 years"	"45-54"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	23	27843	82.6
	"Richmond County, NY"	"36085"	"45-54 years"	"45-54"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	17	29105	Unreliable
